PRIMARY_FACILITY_ID,FACILITY_NAME,PERMIT_NO,CLIENT_ID,CLIENT_NAME,MUNICIPALITY,COUNTY,REGION,PERMIT_TYPE,FEE_CATEGORY,LATEST_PERMIT_ISSUE_DATE,AVAILABLE_LAND,TOTAL_AEUS,LOCATION_ADDRESS,LOCATION_ADDRESS_CITY_STATE_ZIP,ANIMAL_TYPES
778906,JEVIN KREADY FARM,PAG123787,313857,KREADY JEVIN M,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/26/2024,74.9,383.56,1113 N COLEBROOK RD,"MANHEIM, PA 17545-8122","Goats, meat - Buck - 200 lbs"
778906,JEVIN KREADY FARM,PAG123787,313857,KREADY JEVIN M,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/26/2024,74.9,383.56,1113 N COLEBROOK RD,"MANHEIM, PA 17545-8122","Goats, dairy - Kid (0-1 yr) - 45 lbs (5-85)"
571731,PENN VALLEY PORK CAFO,PAG123852,362163,JSR MGMT LLC,Upper Bern Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/24/2024,16.4,1396.08,165 PHILLIPS LN,"MOHRSVILLE, PA 19541-9770",Beef - Calf (0-8 mos) - 300 lbs (100-500)
815721,PENNWOOD FARMS,PAG126103,220079,PENNWOOD FARMS,Brothersvalley Twp,Somerset,SWRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/21/2024,1769.6,2004.67,262 SUGAR GROVE SCHOOL RD,"BERLIN, PA 15530-6026",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
573844,SHADEWOOD FARMS CAFO,PAG123544,377307,WENGER FARMS PORK PROD NETWORK LLC,Howe Twp,Perry,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/08/2024,133.5,996.12,123 ACKER RD,"NEWPORT, PA 17074-9202",Swine - Gestating Sow - 450 lbs
806312,EMWAY FARMS CAFO,PAG123816,356217,EMWAY FARMS LLC,Lykens Twp,Dauphin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/21/2024,21.9,3268.59,820 LUXEMBURG RD,"LYKENS, PA 17048-8508",Poultry - Chickens - Layer (18-90 wks) - 3.14 lbs (weighted avg)
724970,HUBER POULTRY FARM,PAG123657,381703,HUBER MELVIN,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/27/2024,53.3,394.51,457 COLD SPRINGS ROAD,"ELIZABETHTOWN, PA 17022",Beef - Cow - 1400 lbs
742417,RIDGE VALLEY FARMS,PAG124839,285260,MARTIN ROBERT S,West Beaver Twp,Snyder,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/21/2024,114.2,1190.74,534 LOWELL RD,"MC CLURE, PA 17841-8223",Swine - Grow finish - 165 lbs (57-273)
689007,WEN-CREST FARMS,PA0259802,251140,WEN CREST FARMS LLC,South Lebanon Twp,Lebanon,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,02/09/2024,1465.51,2031.55,549 SCHAEFFER RD,"LEBANON, PA 17042-9730",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
855589,C & J FARM,PA0281867,368004,C & J FARM,Union Twp,Fulton,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/03/2023,116.7,527.56,949 HARMAN LN,"WARFORDSBURG, PA 17267",Swine - Grow finish - 165 lbs (57-273)
827545,JOHN HESS STEER FARM,PAG123874,343938,HESS AGRIMARKETING LLC,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/03/2022,158.1,416.44,218 ROCK POINT RD,"MARIETTA, PA 17547-9205",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
643492,TUSCARORA FARMS CAFO,PAG123577,290650,TUSCARORA FARMS LLC,Metal Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/04/2024,1,984.58,13851 CREEK ROAD,"WILLOW HILL, PA 17271",Swine - Grow finish - 165 lbs (57-273)
713738,ADAM MARTIN POULTRY OPERATIONS,PAG123885,253828,ADAM S MARTIN JR,Bethel Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/08/2021,83.6,222.13,390 MIDWAY RD,"BETHEL, PA 19507-9635","Poultry - Chickens - Broiler, large (0-53 days) - 3.55 lbs (0.09-7.0)"
663788,MEADOWS RACETRACK THE,PAG126106,188134,WASHINGTON TROTTING ASSN LLC,North Strabane Twp,Washington,SWRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/21/2024,1,929.50,210 RACETRACK RD,"WASHINGTON, PA 15301-8966",Draft Horses - Mature - 1800 lbs
720003,TERRY HERSHEY CAFO,PAG123679,272275,TERRY L HERSHEY FARM,Paradise Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/30/2024,4,492.34,573 STRASBURG RD,"PARADISE, PA 17562-9703",Light Horses & Mules - Mature - 1100 lbs
720003,TERRY HERSHEY CAFO,PAG123679,272275,TERRY L HERSHEY FARM,Paradise Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/30/2024,4,492.34,573 STRASBURG RD,"PARADISE, PA 17562-9703","Goats, meat - Buck - 200 lbs"
720003,TERRY HERSHEY CAFO,PAG123679,272275,TERRY L HERSHEY FARM,Paradise Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/30/2024,4,492.34,573 STRASBURG RD,"PARADISE, PA 17562-9703","Goats, meat - Doe - 150 lbs "
732748,PHILA PARK,PAG123818,80438,PARX CASINO & RACING,Bensalem Twp,Bucks,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/02/2021,1,1650,3001 STREET RD,"BENSALEM, PA 19020-2006",Light Horses & Mules - Mature - 1100 lbs
810325,REINFORD FARMS INC,PAG123830,220255,REINFORD FARMS INC,Walker Twp,Juniata,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/05/2024,1086.1,1679,505 CEDAR GROVE RD,"MIFFLINTOWN, PA 17059-8134",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
648238,ANDREW WEAVER CAFO,PAG123582,360767,WEAVER ANDREW,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/11/2024,259.3,515.22,2560 SUNNYSIDE RD,"MANHEIM, PA 17545-9685",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
749633,SHOWERS FARM FINISHER,PA0234052,287309,SHOWERS JAMES W,White Deer Twp,Union,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/30/2017,105.12,399.44,767 GRAY HILL RD,"NEW COLUMBIA, PA 17856-9407",Swine - Grow finish - 165 lbs (57-273)
697687,KUCHARSKI CAFO,PAG124862,377887,JIM & LINDA KUCHARSKI,Liberty Boro,Tioga,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/12/2024,379.3,773.03,9351 ROUTE 414,"LIBERTY, PA 16930-9505",Beef - Calf (0-8 mos) - 300 lbs (100-500)
808496,COLLETT FARM,PAG123822,339047,COLLETT FARMS LLC,Lykens Twp,Dauphin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/26/2024,6.4,1448.08,1118 LUXEMBURG RD,"LYKENS, PA 17048-8522",Poultry - Chickens - Layer (18-90 wks) - 3.14 lbs (weighted avg)
633520,MEADOW RUN FARM CAFO,PAG123545,377307,WENGER FARMS PORK PROD NETWORK LLC,South Londonderry Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/25/2024,87.4,996.12,4270 HARVEST RD,"MANHEIM, PA 17545-8960",Swine - Gestating Sow - 450 lbs
571708,GREYSTONE PORK CAFO,PAG123539,251084,MARTIN ELDWIN,Warren Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/28/2024,124.2,807.04,12950 FORGE RD,"MERCERSBURG, PA 17236-9415",Swine - Gestating Sow - 450 lbs
571708,GREYSTONE PORK CAFO,PAG123539,251084,MARTIN ELDWIN,Warren Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/28/2024,124.2,807.04,12950 FORGE RD,"MERCERSBURG, PA 17236-9415",Swine - Grow finish - 165 lbs (57-273)
571708,GREYSTONE PORK CAFO,PAG123539,251084,MARTIN ELDWIN,Warren Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/28/2024,124.2,807.04,12950 FORGE RD,"MERCERSBURG, PA 17236-9415",Swine - Boar - 450 lbs
555925,ACORN FARMS CAFO,PAG123831,136028,FRANKLIN FAMILY FARMS INC,Lurgan Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/19/2021,1,1299.57,14627 LURGAN RD,"ORRSTOWN, PA 17244-9635",Swine - Nursery Pig - 35 lbs (13-57)
877679,OLD MILL AG LLC LAYER FARM,PAG123955,387587,OLD MILL AG LLC,Bethel Twp,Lebanon,SCRO,,PAG-12 CAFO Permit,NOT ISSUED,1,513.32,328 GOLF ROAD,"LEBANON, PA 17046",Poultry - Chickens - Layer (18-75 wks) - 3.13 lbs (2.82-3.44)
635497,RIDGE VIEW FARMS CAFO,PAG123759,169929,SWEIGART III DAVID W,Mount Joy Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/03/2022,354.5,1980.62,189 RIDGE VIEW RD S,"ELIZABETHTOWN, PA 17022",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
723092,YIPPEE FARMS,PAG123792,248737,YIPPEE! FARMS LLC,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/06/2024,657.3,1472.70,1103 IRON BRIDGE RD,"MOUNT JOY, PA 17552-9646",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
723092,YIPPEE FARMS,PAG123792,248737,YIPPEE! FARMS LLC,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/06/2024,657.3,1472.70,1103 IRON BRIDGE RD,"MOUNT JOY, PA 17552-9646",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
755160,HOFFMAN FAMILY FARM LLC,PA0233943,315873,HOFFMAN FAMILY FARM LLC,Hebron Twp,Potter,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,09/13/2023,1589.2,1808.14,243 HEALY RD,"SHINGLEHOUSE, PA 16748-8537",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
689442,GNH FARMS LLC CAFO,PA0229091,253889,GREG A HALADAY,Cleveland Twp,Columbia,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/07/2025,700.9,612.13,282 MIDDLE ROAD,"CATAWISSA, PA 17820",Swine - Grow finish - 165 lbs (57-273)
689442,GNH FARMS LLC CAFO,PA0229091,253889,GREG A HALADAY,Cleveland Twp,Columbia,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/07/2025,700.9,612.13,282 MIDDLE ROAD,"CATAWISSA, PA 17820",Light Horses & Mules - Mature - 1100 lbs
689442,GNH FARMS LLC CAFO,PA0229091,253889,GREG A HALADAY,Cleveland Twp,Columbia,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/07/2025,700.9,612.13,282 MIDDLE ROAD,"CATAWISSA, PA 17820",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
689442,GNH FARMS LLC CAFO,PA0229091,253889,GREG A HALADAY,Cleveland Twp,Columbia,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/07/2025,700.9,612.13,282 MIDDLE ROAD,"CATAWISSA, PA 17820","Sheep, medium breed - Ewe - 175 lbs"
645960,ROHRER FARM CAFO,PAG123806,214388,ROHRER FARM LLC,Penn Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/27/2024,355.1,2158.33,750 DOE RUN RD,"LITITZ, PA 17543-8711",Swine - Gestating Sow - 450 lbs
803315,JAMES STAHL FARM,PAG124851,321311,STAHL JAMES W,Union Twp,Snyder,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/13/2024,89.7,1434.30,4089 PRODUCE RD,"SELINSGROVE, PA 17870-8161",Swine - Grow finish - 165 lbs (57-273)
803315,JAMES STAHL FARM,PAG124851,321311,STAHL JAMES W,Union Twp,Snyder,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/13/2024,89.7,1434.30,4089 PRODUCE RD,"SELINSGROVE, PA 17870-8161",Ponies & Donkeys - Mature - 600 lbs
735313,WINGERT FARMS INC,PA0261521,281289,WINGERT FARMS INC,Porter Twp,Huntingdon,SCRO,Manure Storage and Wastewater Impoundments,CAFO Individual Permit,11/01/2023,1921.1,2344.19,5497 SHADE LN,"ALEXANDRIA, PA 16611-2737",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
735313,WINGERT FARMS INC,PA0261521,281289,WINGERT FARMS INC,Porter Twp,Huntingdon,SCRO,Manure Storage and Wastewater Impoundments,CAFO Individual Permit,11/01/2023,1921.1,2344.19,5497 SHADE LN,"ALEXANDRIA, PA 16611-2737",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
735313,WINGERT FARMS INC,PA0261521,281289,WINGERT FARMS INC,Porter Twp,Huntingdon,SCRO,Manure Storage and Wastewater Impoundments,CAFO Individual Permit,11/01/2023,1921.1,2344.19,5497 SHADE LN,"ALEXANDRIA, PA 16611-2737",Light Horses & Mules - Mature - 1100 lbs
819177,JOHN CORNELIUS SWINE CAFO,PAG123857,336111,CORNELIUS JOHN,Cass Twp,Huntingdon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/03/2021,223.7,726.90,18121 HARES VALLEY RD,"MAPLETON DEPOT, PA 17052-9414",Swine - Grow finish - 165 lbs (57-273)
572857,LAZY HOG FARM,PAG123684,271704,HOFFMAN CHRIS R,Derry Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/23/2024,1,605.75,240 LONG HOLLOW LN,"LEWISTOWN, PA 17044-8176",Swine - Grow finish - 165 lbs (57-273)
724980,RICHARD RUTT SWINE FARM,PAG123700,253015,RUTT RICHARD W,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/24/2024,85.1,466.37,1750 DONEGAL SPRINGS RD,"MOUNT JOY, PA 17552-9011",Swine - Wean to finish - 143 lbs (13-273)
724980,RICHARD RUTT SWINE FARM,PAG123700,253015,RUTT RICHARD W,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/24/2024,85.1,466.37,1750 DONEGAL SPRINGS RD,"MOUNT JOY, PA 17552-9011","Goats, meat - Buck - 200 lbs"
835791,S&J FARM,PAG123891,350926,S & J FARMS LLC,Lurgan Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/06/2025,507,646.57,9454 NEWBURG RD,"NEWBURG, PA 17240-9623","Goats, meat - Doe - 150 lbs "
844734,MISTY HOLLOW FARM CAFO,PAG123907,358554,JAY PAUL NOLT,Centre Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/19/2024,56.9,115.60,611 BLATTADAHL RD,"MOHRSVILLE, PA 19541-9216","Poultry - Duck, layer  - 6.85 lbs (6.2-7.5)"
826012,DOUG METZLER CAFO,PA0266761,303852,METZLER J DOUGLAS,Martic Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/28/2025,53.3,442.44,83 DOUTS HILL RD,"PEQUEA, PA 17565-9747",Poultry - Chickens - Layer (18-75 wks) - 3.13 lbs (2.82-3.44)
693179,REIFSNEIDER FARM CAFO,PAG123701,249372,CATHY L & DAVID W REIFSNEIDER,Chanceford Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/27/2024,13.1,383.44,2596 NEW BRIDGEVILLE RD,"FELTON, PA 17322-7705","Goats, meat - Doe - 150 lbs "
824867,SPRINGBROOK FARM LLC,PA0266728,337229,SPRINGBROOK FARM LLC,Jackson Twp,Huntingdon,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,09/25/2023,116.6,773.10,4655 BARR RD,"HUNTINGDON, PA 16652-5926",Beef - Calf (0-8 mos) - 300 lbs (100-500)
849270,CEDAR HILL POULTRY,PAG123915,361710,CEDAR HILL POULTRY,Washington Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/27/2021,1,417.44,120 HARBOLD-ALTLAND RD,"WELLSVILLE, PA 17365","Poultry - Chickens - Broiler, large (0-53 days) - 3.55 lbs (0.09-7.0)"
706874,HARLEY BANGE CAFO,PAG123658,316366,BANGE HARLEY,Union Twp,Huntingdon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/30/2025,617.8,719.48,15629 TROUGH CREEK VALLEY PIKE,"HUNTINGDON, PA 16652-3785",Poultry - Chickens - Layer (18-90 wks) - 3.14 lbs (weighted avg)
767107,SHEL-MAR ACRES,PAG123752,308999,SHELMAR ACRES LLC,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/11/2024,187.8,1371.26,580 COLEBROOK RD,"MOUNT JOY, PA 17552-9777",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
767107,SHEL-MAR ACRES,PAG123752,308999,SHELMAR ACRES LLC,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/11/2024,187.8,1371.26,580 COLEBROOK RD,"MOUNT JOY, PA 17552-9777",Light Horses & Mules - Two Year Old (24-36 mos) - 900 lbs (800-1000)
779500,TODD CHESTNUT FARM,PAG123784,313085,TODD CHESTNUT,Upper Mifflin Twp,Cumberland,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/21/2024,571.6,1109.67,910 BRIDGEWATER RD,"NEWVILLE, PA 17241-8507","Poultry - Chickens - Broiler, medium (0-35 days) - 2.55 lbs (0.090-5.0)"
779500,TODD CHESTNUT FARM,PAG123784,313085,TODD CHESTNUT,Upper Mifflin Twp,Cumberland,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/21/2024,571.6,1109.67,910 BRIDGEWATER RD,"NEWVILLE, PA 17241-8507",Beef - Cow - 1400 lbs
650625,KEN MARTIN FARM CAFO,PA0246964,202545,MARTIN KENNETH R,East Drumore Twp,Lancaster,SCRO,Manure Storage and Wastewater Impoundments,CAFO Individual Permit,04/10/2024,255.2,1749.63,1397 ROBERT FULTON HWY,"QUARRYVILLE, PA 17566-9630",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
650625,KEN MARTIN FARM CAFO,PA0246964,202545,MARTIN KENNETH R,East Drumore Twp,Lancaster,SCRO,Manure Storage and Wastewater Impoundments,CAFO Individual Permit,04/10/2024,255.2,1749.63,1397 ROBERT FULTON HWY,"QUARRYVILLE, PA 17566-9630","Poultry - Chickens - Pullet, brown egg (0-16 wks) - 1.54 lbs (0.08-3.0)"
650625,KEN MARTIN FARM CAFO,PA0246964,202545,MARTIN KENNETH R,East Drumore Twp,Lancaster,SCRO,Manure Storage and Wastewater Impoundments,CAFO Individual Permit,04/10/2024,255.2,1749.63,1397 ROBERT FULTON HWY,"QUARRYVILLE, PA 17566-9630",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
568875,SCATTERED ACRES FARM,PAG123766,165924,SCATTERED ACRES INC,West Cocalico Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/22/2024,83.2,1306.20,900 GALEN HALL RD,"REINHOLDS, PA 17569-9423",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
808863,GARRETT WEAVER FARM,PAG123826,325619,WEAVER GARRETT,West Lampeter Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/06/2021,288.3,132.97,1501 ESHELMAN MILL RD,"WILLOW STREET, PA 17584-9550","Poultry - Duck, finisher (17-38 days) - 4.88 lbs (2.5-7.25))"
752182,BERWICK SWINE FARM,PAG122212,352635,AG VENTURES LLC,Salem Twp,Luzerne,NERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/15/2024,1,774.40,137 BOMBOY LN,"BERWICK, PA 18603-6509",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
759038,S & A KREIDER & SONS FARM CAFO,PA0261955,220363,S & A KREIDER & SONS INC,East Drumore Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,02/26/2024,1767.9,5195.70,761 SPRING VALLEY RD,"QUARRYVILLE, PA 17566-9773",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
822098,SCHWALM FARM CAFO,PAG123903,352635,AG VENTURES LLC,Jackson Twp,Dauphin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/26/2023,74.4,368.88,351 BASTIAN RD,"HALIFAX, PA 17032-9772",Swine - Grow finish - 165 lbs (57-273)
724976,BERMUDIAN VALLEY PULLETS,PAG123651,342182,NOLT LAWRENCE,Washington Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/07/2024,149.5,153.33,80 CREEK RD,"EAST BERLIN, PA 17316-9119","Goats, dairy - Kid (0-1 yr) - 45 lbs (5-85)"
756631,SILVER CREST ACRES,PA0259969,253034,SENSENIG JONAS O,Drumore Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,03/07/2024,335.4,432.28,1147 SILVER SPRING RD,"HOLTWOOD, PA 17532-9741","Goats, meat - Doe - 150 lbs "
831040,MASON'S CHROME VIEW CAFO,PAG120011,134120,MASONS CHROME VIEW LTD,East Nottingham Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/27/2024,716.9,1116.10,86 CHROME RD,"NOTTINGHAM, PA 19362",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
849425,WAYNE LEID FARM,PAG123921,361580,LEID WAYNE B,Lurgan Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/19/2021,90.5,419.20,14159 PAXTON RUN RD,"SHIPPENSBURG, PA 17257-9118",Dairy - Jersey - Cow - 1000 lbs
849732,ANNVILLE FARM,PAG123920,261975,HUBER HARLAN,South Annville Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/27/2024,41.1,857.77,118 KILLINGER RD,"ANNVILLE, PA 17003-9017",Light Horses & Mules - Mature - 1100 lbs
691938,HACKMAN FARM CAFO,PAG124819,247719,HACKMAN WILLARD G,Delmar Twp,Tioga,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/03/2024,403,703.95,1035 DEAN HILL RD,"WELLSBORO, PA 16901-7406",Swine - Grow finish - 165 lbs (57-273)
833826,REU-HEL CAFO,PAG123884,348517,TROUTMAN CONNIE & TROUTMAN SCOTT,Centre Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/29/2024,509.8,571.17,638 RAILROAD RD,"MOHRSVILLE, PA 19541-8868",Dairy - Jersey - Heifer (1-2 yr) - 675 lbs (500-850)
833826,REU-HEL CAFO,PAG123884,348517,TROUTMAN CONNIE & TROUTMAN SCOTT,Centre Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/29/2024,509.8,571.17,638 RAILROAD RD,"MOHRSVILLE, PA 19541-8868",Dairy - Jersey - Calf (0-1 yr) - 275 lbs (50-500)
706341,HILLCREST SWINE FARM,PAG124833,360613,MARTIN JERRY,Buffalo Twp,Union,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/06/2025,34.2,993.92,524 KEEFER RD,"LEWISBURG, PA 17837-7847",Poultry - Chickens - Layer (18-90 wks) - 3.14 lbs (weighted avg)
769914,DOVAN FARM,PAG126107,218261,VANGILDER DAVID C,Brothersvalley Twp,Somerset,SWRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/11/2021,1020.6,1118.95,582 ROCKY LN,"BERLIN, PA 15530-6535",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
642779,ECKMAN FARM CAFO,PA0246948,263170,ECKMAN BRIAN D & ECKMAN DONALD M,Fulton Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,06/23/2022,65.3,760.22,357 BLACK BARREN RD,"PEACH BOTTOM, PA 17563-9798",Swine - Grow finish - 165 lbs (57-273)
778418,SMILING PORKER FARMS SOW OPR,PA0232556,216104,COUNTRY VIEW FAMILY FARMS LLC,Pine Twp,Lycoming,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,07/17/2024,1,3247.90,676 GRANGER LN,"MORRIS, PA 16938-9370",Swine - Gestating Sow - 450 lbs
688895,WALNUT RUN FARMS,PAG123790,227051,CARL G & JOHN G MYER,Penn Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/22/2021,1107.7,1557.15,292 ELM RD,"LITITZ, PA 17543-9450",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
784335,ZACH AKERS FARM CAFO,PAG123800,317495,AKERS ZACHARY M,Monroe Twp,Bedford,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/31/2021,209.3,117.18,339 AKERS RD,"CLEARVILLE, PA 15535-5164","Poultry - Duck, starter  (0-17 days) - 1.36 lbs (0.22-2.5)"
734356,JOE JURGIELEWICZ DUCK FARM,PAG124837,146593,JOE JURGIELEWICZ & SON LTD,Rockefeller Twp,Northumberland,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/06/2025,1,109.10,1016 PLUM CREEK RD,"SUNBURY, PA 17801-8035","Poultry - Duck, finisher (17-38 days) - 4.88 lbs (2.5-7.25))"
810717,BEACHDALE FARMS INC,PAG126102,328644,BEACHDALE FARMS INC,Brothersvalley Twp,Somerset,SWRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/10/2024,841.9,878.90,126 BRONCO DR,"BERLIN, PA 15530-6530",Swine - Grow finish - 165 lbs (57-273)
